component,analyte,loading,normalized_loading,contribution_pct,molecular_class,chemical_family,subfamily,molecular_weight,biochemical_role
1,lactate,0.0054599933490461355,0.008637916609147537,0.023183506285516516,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
1,(+)-lactose,0.005383083947495847,0.008516243018250784,0.02285694369097271,carbohydrate,saccharide,disaccharide,unavailable,unavailable
1,glutathione,0.005173134797676176,0.008184095498580167,0.021965485199483246,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
1,n-acetyl- d-glucosamine,0.0031246395232481764,0.004943298262474899,0.01326743374877055,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,superoxide dismutases,0.42938385874844553,0.9999999999976711,4.366600053275433,protein/peptide,protein,unavailable,unavailable,unavailable
2,ubiquitin,0.4188507414743154,0.9754692286156094,4.259483985651385,protein/peptide,protein,unavailable,unavailable,unavailable
2,trypsin,0.4029293879250719,0.9383896942436991,4.097572488887197,protein/peptide,protein,unavailable,unavailable,unavailable
2,major proteinase,0.3961806366692784,0.9226724027846098,4.0289413631644315,protein/peptide,protein,unavailable,unavailable,unavailable
2,elastin,0.38712710101678993,0.9015874563712623,3.936871835032384,protein/peptide,protein,unavailable,unavailable,unavailable
2,lectin,0.37996125654245355,0.8848987888111763,3.8639990983752472,protein/peptide,protein,unavailable,unavailable,unavailable
2,thaumatin,0.37715879664174956,0.8783720881828249,3.8354996070637086,protein/peptide,protein,unavailable,unavailable,unavailable
2,trypsinogen,0.3701768992347376,0.8621118183456067,3.7644975119260735,protein/peptide,protein,unavailable,unavailable,unavailable
2,trypsin inhibitor,0.3653150387826016,0.8507889417328344,3.7150550383053957,protein/peptide,protein,unavailable,unavailable,unavailable
2,pepsinogen,0.35723750665378606,0.8319770279540052,3.6329109345963557,protein/peptide,protein,unavailable,unavailable,unavailable
2,α-chymotrypsinogen a (type ii),0.348864498828847,0.8124769753685985,3.5477620039378475,protein/peptide,protein,unavailable,unavailable,unavailable
2,carbonic anhydrase,0.34815543876728267,0.8108256322938275,3.540551249179559,protein/peptide,protein,unavailable,unavailable,unavailable
2,collagen,0.3476878838246747,0.8097367349515526,3.5357964699867597,protein/peptide,protein,unavailable,unavailable,unavailable
2,elastase,0.33789050219626854,0.7869194319049491,3.436162433287626,protein/peptide,protein,unavailable,unavailable,unavailable
2,pepsin,0.2991769612613316,0.6967587513249016,3.042466800662525,protein/peptide,protein,unavailable,unavailable,unavailable
2,glutathione transferase,0.2894148396002715,0.6740235658675542,2.9431913386330137,protein/peptide,protein,unavailable,unavailable,unavailable
2,keratin,0.2694482518646006,0.627523010877382,2.740142012735118,protein/peptide,protein,unavailable,unavailable,unavailable
2,lactalbumin,0.26539586528452425,0.6180853329174357,2.698931447652324,protein/peptide,protein,unavailable,unavailable,unavailable
2,papain,0.2554188849506899,0.5948497591283052,2.597470989906585,protein/peptide,protein,unavailable,unavailable,unavailable
2,triosephosphate isomerase,0.2452217627219108,0.5711014928136896,2.493771808951744,protein/peptide,protein,unavailable,unavailable,unavailable
2,glucose oxidase,0.24247507297830675,0.5647046763343659,2.465839469772271,protein/peptide,protein,unavailable,unavailable,unavailable
2,ferritin,0.2338450482395332,0.5446060523108455,2.3780768170401996,protein/peptide,protein,unavailable,unavailable,unavailable
2,insulin,0.17387035120666786,0.4049298725691616,1.768166803137433,protein/peptide,protein,unavailable,unavailable,unavailable
2,cholesteryl linoleate,0.15863805226163105,0.3694550901928516,1.6132626165227428,lipid,sterol,unavailable,unavailable,unavailable
2,albumin,0.11747427028929736,0.2735879980012152,1.1946493666504074,protein/peptide,protein,unavailable,unavailable,unavailable
2,13-methylmyristicacid,0.10536267258221259,0.2453810743819644,1.0714810124715641,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,horseradish peroxidase,0.10142411723324438,0.23620850007877794,1.031428049030504,protein/peptide,protein,unavailable,unavailable,unavailable
2,trielaidin,0.09576728686437973,0.22303420334265978,0.9739011642005699,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,cholesteryl stearate,0.09264916349190602,0.21577234822413005,0.9421915472530458,lipid,sterol,unavailable,unavailable,unavailable
2,alb,0.07520339830299216,0.17514258342644157,0.7647776141224778,protein/peptide,protein,unavailable,unavailable,unavailable
2,ascorbate,0.07046279535750032,0.16410210566069935,0.7165682633222893,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,elaidic acid,0.06825624213646458,0.15896322310590985,0.694128818484717,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,cholesteryl palmitate,0.06788771127194254,0.15810494476821133,0.6903810602495888,lipid,sterol,unavailable,unavailable,unavailable
2,xanthine,0.06360490562386704,0.14813063958461894,0.6468272587034275,nucleic,purine,purine base/derivative,unavailable,unavailable
2,ergothioneine,0.05619482894296773,0.13087317512733657,0.5714708134846838,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
2,xylanase,0.05451150914347564,0.12695286055287944,0.554352367654963,protein/peptide,protein,unavailable,unavailable,unavailable
2,cholesterol,0.05315629711623063,0.12379668222984702,0.5405705992214308,lipid,lipid,unavailable,unavailable,unavailable
2,14-methylhexadecanoic acid,0.05035061965894629,0.11726248817454253,0.5120383871113596,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,adenine,0.049748392222526465,0.11585994957382806,0.5059140619827448,nucleic,purine,purine base/derivative,unavailable,unavailable
2,(+)-sucrose,0.0452684845164872,0.10542660976667571,0.46035583982488654,carbohydrate,saccharide,disaccharide,unavailable,unavailable
2,lauric acid,0.043887457022358564,0.10221030932596797,0.4463115421491096,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,leucine,0.0404197024152239,0.0941341915668275,0.41104636591170596,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
2,15-methylpalmiticacid,0.03804568219739522,0.08860529202984241,0.3869038728988962,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,glycerol,0.03580163714220105,0.08337909404995136,0.3640831565214228,carbohydrate,polyol,unavailable,unavailable,unavailable
2,tristearin,0.03505112085699395,0.08163120281018066,0.35645081454070265,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,creatinine,0.03504777660096536,0.08162341431054228,0.3564168052777667,cofactor/small-molecule,small_nitrogenous,unavailable,unavailable,unavailable
2,(+)-raffinose pentahydrate,0.033838890639760366,0.07880801746557052,0.3441230932644929,carbohydrate,saccharide,trisaccharide,unavailable,unavailable
2,cholesteryl oleate,0.03344349903249113,0.07788718264793021,0.3401021759007175,lipid,sterol,unavailable,unavailable,unavailable
2,tribehenin,0.03114639786491948,0.07253742130789796,0.31674190774826744,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,stearate,0.03104855347908621,0.07230954971039956,0.3157468836184886,lipid,lipid,unavailable,unavailable,unavailable
2,triarachidin,0.03066475414786067,0.07141571235856399,0.31184385339033477,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,thymine,0.028942436590600508,0.06740457518569422,0.29432882159754575,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
2,trimyristin,0.02760876595868555,0.06429856501614759,0.2807661174256978,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,amylopectin,0.027316336093654095,0.06361751970186133,0.27779226492004555,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
2,(+)-fucose,0.02680248722760289,0.062420807586161975,0.2725667017318652,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,tripalmitin,0.026746409992263295,0.06229020827694966,0.27199642678129965,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,α-phosphatidylethanolamine,0.025760215631128167,0.059993442012825623,0.2619673670899911,lipid,phospholipid,unavailable,unavailable,unavailable
2,14-methylpentadecanoic acid,0.025758127054612685,0.0599885778883996,0.2619461274040132,lipid,fatty_acid,saturated fatty acid,unavailable,unavailable
2,glycogen,0.025722780004050812,0.05990625748943347,0.26158666714550116,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
2,a-dna,0.025575215635954194,0.05956259210683993,0.26008601786755586,nucleic,nucleic_acid,unavailable,unavailable,unavailable
2,trilaurin,0.02125654722936885,0.04950476548251548,0.21616751159384331,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,melanin,0.02123186001397048,0.04944727097056463,0.2159164560548951,unassigned,unknown,unavailable,unavailable,unavailable
2,amylose,0.021098968601030242,0.049137777704266083,0.21456502274178438,carbohydrate,polysaccharide,unavailable,unavailable,unavailable
2,trilinolenin,0.020219143099298443,0.04708873584159748,0.20561767643507117,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,fructose-6-phosphate,0.018892983884463522,0.044000219150035574,0.1921313592851235,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,tricaprin,0.01661938391721665,0.03870519018954183,0.1690100855440827,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,(-)-fructose,0.01574641819914014,0.03667212420373842,0.1601324995021404,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,ure,0.014050942972031117,0.0327235006293754,0.14289043959192205,unassigned,unknown,unavailable,unavailable,unavailable
2,trierucin,0.013693811327442532,0.03189177014554047,0.13925860521688918,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,glutathione,0.013531484711312693,0.031513724690821684,0.13760783191416978,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
2,proline,0.012683087832908321,0.029537877529553735,0.12898009759449294,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
2,aspartate,0.012560729439724376,0.029252914807526162,0.12773577935730293,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,ceramide,0.011901026560570394,0.027716520586571217,0.12102696027021335,lipid,phospholipid,unavailable,unavailable,unavailable
2,riboﬂavin,0.011355764921394841,0.026446650683301928,0.11548194628293192,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
2,guanine,0.010456848059898962,0.024353146600232946,0.10634045124224926,nucleic,purine,purine base/derivative,unavailable,unavailable
2,phosphoenolpyruvate,0.010170759634836471,0.02368686998262625,0.10343108772830491,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,sphingomyelin,0.009234693334672231,0.021506847885637146,0.0939118031234285,lipid,phospholipid,unavailable,unavailable,unavailable
2,trilinolein,0.008797718978772089,0.020489170236615117,0.08946801184698135,lipid,triglyceride,triacylglycerol,unavailable,unavailable
2,valine,0.00866871683651856,0.020188734764659464,0.08815613029913091,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
2,tubulin,0.008461774898638058,0.019706783863004226,0.0860516434662821,protein/peptide,protein,unavailable,unavailable,unavailable
2,serine,0.007066636350165417,0.016457619927182563,0.07186384405098957,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
2,mannose,0.006858143055574375,0.01597205604222828,0.06974358076507463,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,uracil,0.0060902232654708125,0.01418363345843558,0.06193425461538825,nucleic,pyrimidine,pyrimidine base,unavailable,unavailable
2,phosphate,0.005538835385081497,0.012899496038842773,0.05632694009056826,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,(+)-arabinose,0.004399635006277438,0.010246391233920875,0.04474189250802402,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,malic acid,0.004085361318081693,0.009514473436379421,0.04154590021427883,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,galactose,0.004068926889157624,0.009476198991289814,0.04137877102031108,carbohydrate,saccharide,disaccharide,unavailable,unavailable
2,α-phosphatidylcholine,0.003798888451307199,0.008847301485368433,0.038632627137443594,lipid,phospholipid,unavailable,unavailable,unavailable
2,pyruvate,0.0036324583565568933,0.008459699363493094,0.03694012369140913,cofactor/small-molecule,organic_acid,unavailable,unavailable,unavailable
2,isoleucine,0.003428942556850395,0.00798572765831716,0.03487047881833201,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
2,(+)-mannose,0.0033826225629137144,0.007877852168838852,0.03439942970022783,carbohydrate,saccharide,monosaccharide,unavailable,unavailable
2,acetyl coenzyme a,0.0016424838718531432,0.0038252110282784688,0.016703166679909433,protein/peptide,protein,unavailable,unavailable,unavailable
2,glutamate,0.0011392673078731237,0.002653260677267121,0.011585728214735205,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
3,adenine,0.4714540578673902,0.9999999999978789,10.916991785290778,nucleic,purine,purine base/derivative,unavailable,unavailable
3,acetyl coenzyme a,0.3340815530944835,0.708619530405537,7.735993592350265,protein/peptide,protein,unavailable,unavailable,unavailable
3,estrone,0.31587890139153374,0.6700099322927318,7.314492926918497,lipid,sterol,unavailable,unavailable,unavailable
3,coenzyme a,0.2273447694141279,0.4822204107056235,5.264396262384003,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
3,methionine,0.2211338389886009,0.4690464220170781,5.120575936091334,protein/peptide,amino_acid,aliphatic/polar amino acid,unavailable,unavailable
3,acetyl-coa,0.2001074705861835,0.4244474456131311,4.6336892770560345,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
3,estradiol,0.16729924889550812,0.35485801024160646,3.8739819827604656,lipid,sterol,unavailable,unavailable,unavailable
3,estriol,0.16687602039755237,0.35396030135376844,3.8641817022063347,lipid,sterol,unavailable,unavailable,unavailable
3,ethinylestradiol,0.165687945613792,0.35144027895936575,3.836670638427833,lipid,sterol,unavailable,unavailable,unavailable
3,ergothioneine,0.1435618912293912,0.3045087614230856,3.3243196470119454,cofactor/small-molecule,cofactor,unavailable,unavailable,unavailable
3,hypoxanthine,0.135927245443997,0.28831493371500916,3.1475317629500865,nucleic,purine,purine base/derivative,unavailable,unavailable
3,t-rna,0.12223243166696954,0.25926689913249534,2.830414608033268,nucleic,nucleic_acid,unavailable,unavailable,unavailable
3,xanthine,0.1037054346172348,0.21996933293166165,2.401403400635936,nucleic,purine,purine base/derivative,unavailable,unavailable
3,α-phosphatidylcholine,0.09833261249615238,0.20857305363060985,2.2769903131232105,lipid,phospholipid,unavailable,unavailable,unavailable
3,β-carotene,0.08724906753101375,0.18506377466660803,2.0203397077945486,lipid,carotenoid,unavailable,unavailable,unavailable
3,a-dna,0.08437588217621611,0.17896946853678425,1.9538082178380742,nucleic,nucleic_acid,unavailable,unavailable,unavailable
3,b-dna,0.06917418253454212,0.1467251821891256,1.6017976086573746,nucleic,nucleic_acid,unavailable,unavailable,unavailable
3,sphingomyelin,0.06633953817076411,0.1407126252570792,1.5361585740214916,lipid,phospholipid,unavailable,unavailable,unavailable
3,histidine,0.052152441920443104,0.11062041157571675,1.2076421244601463,protein/peptide,amino_acid,aromatic amino acid,unavailable,unavailable
