lsm_a,lsm_b,class_a,class_b,same_class,spectral_cosine,band_overlap,peak_agreement,bootstrap_cooccurrence,activation_cooccurrence,provenance_overlap,substitutability,edge_weight
fatty_acid.m02,peptide_protein.m07,fatty_acid,peptide_protein,False,0.37161110419966037,0.21559745465683336,0.125,0.3169934186527769,0.46610808546292426,1.0,1.0,0.31913272922383285
mono_oligosaccharide.m05,small_nitrogenous.m00,mono_oligosaccharide,small_nitrogenous,False,0.3380655499060034,0.2596383544639738,0.25,0.16754506743310238,0.3135497014054889,1.0,1.0,0.31793166381088717
polysaccharide.m00,sulfur_thiol_cofactor.m00,polysaccharide,sulfur_thiol_cofactor,False,0.6101482327199449,0.09067660577202802,0.125,0.5894932249648379,0.7213402663118034,1.0,0.7685770876601421,0.3169216956637765
acylglycerol.m00,free_amino_acid.m03,acylglycerol,free_amino_acid,False,0.3673385985570106,0.1662304083896941,0.26666666666666666,0.2355230892884173,0.41683465174926276,1.0,1.0,0.3161459667412539
chromophore_pigment.m00,mono_oligosaccharide.m00,chromophore_pigment,mono_oligosaccharide,False,0.26221246518695424,0.2023139424903857,0.3333333333333333,0.23282610067562154,0.5424004205787888,1.0,0.6664788426413286,0.31588886689977397
carboxylic_acid_metabolite.m01,sterol_steroid.m00,carboxylic_acid_metabolite,sterol_steroid,False,0.4655881334439186,0.20549224250321424,0.375,0.1527761600778795,0.2602643403402417,1.0,0.661428324863895,0.3155745799785121
purine.m01,sterol_steroid.m02,purine,sterol_steroid,False,0.32168397940731674,0.15799887038240085,0.25,0.3078037011452648,0.7299654172519449,1.0,0.60593819427364,0.31524958268658276
peptide_protein.m07,sterol_steroid.m01,peptide_protein,sterol_steroid,False,0.4717476761809029,0.08731503085989754,0.25,0.44456298623331425,0.5916935689231705,1.0,0.8590851542182878,0.3144188027317472
acylglycerol.m02,free_amino_acid.m03,acylglycerol,free_amino_acid,False,0.2855654585111652,0.18822289880576765,0.375,0.1886678841662283,0.3856099624600574,1.0,1.0,0.31324450478681964
carboxylic_acid_metabolite.m00,phospholipid_sphingolipid.m00,carboxylic_acid_metabolite,phospholipid_sphingolipid,False,0.5239534052924779,0.11482402362276814,0.375,0.3183991995185816,0.5518765864116908,1.0,0.32438934008906933,0.3131180209279904
nucleic_acid_polymer.m00,peptide_protein.m03,nucleic_acid_polymer,peptide_protein,False,0.39975251449523136,0.16678082314040443,0.25,0.31891844808165754,0.5578961203249629,1.0,0.37547189514738266,0.31135137950225583
free_amino_acid.m06,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.43329249764934163,0.16975905315613754,0.25,0.2806185688939926,0.4412873653860372,1.0,0.46382670481444366,0.3110503227720193
free_amino_acid.m04,peptide_protein.m06,free_amino_acid,peptide_protein,False,0.5457369549908484,0.5210482610905357,0.125,0.4365295941524755,0.34402194895553534,0.0,1.0,0.30960882505961307
mono_oligosaccharide.m05,polysaccharide.m01,mono_oligosaccharide,polysaccharide,False,0.654938704626045,0.06923970857041038,0.25,0.3480618653489529,0.7864281196349507,1.0,0.7102002322823385,0.30829919539572065
peptide_protein.m03,purine.m01,peptide_protein,purine,False,0.2865543366295249,0.19891141859148564,0.375,0.22620446031263308,0.6137608122427858,1.0,0.3488520613011483,0.30792874746582205
polysaccharide.m01,sulfur_thiol_cofactor.m00,polysaccharide,sulfur_thiol_cofactor,False,0.5386681875062758,0.0806621831520101,0.25,0.5093500978481414,0.634710893154916,1.0,0.4832381695019882,0.3071488808665381
fatty_acid.m03,free_amino_acid.m03,fatty_acid,free_amino_acid,False,0.34813475257973603,0.1559451016934437,0.2857142857142857,0.21834513769712796,0.39424168494377226,1.0,1.0,0.30579472296156557
fatty_acid.m02,fatty_acid.m04,fatty_acid,fatty_acid,True,0.6881202611537792,0.2620872370980373,0.875,0.6641733713588509,0.9655289681855149,1.0,0.0,0.30567807866110075
free_amino_acid.m06,sterol_steroid.m02,free_amino_acid,sterol_steroid,False,0.4321295369250072,0.1437844685609112,0.25,0.31427080668804647,0.44279224886435514,1.0,0.4821487575972977,0.30463198342069225
peptide_protein.m03,sterol_steroid.m02,peptide_protein,sterol_steroid,False,0.41543516080139425,0.14148722638544145,0.25,0.32239190817065694,0.5642179452426132,1.0,0.39505695503533217,0.30348640442161623
mono_oligosaccharide.m04,sulfur_thiol_cofactor.m00,mono_oligosaccharide,sulfur_thiol_cofactor,False,0.5329338312598546,0.0785627632778009,0.375,0.35398616098339464,0.5352571527144583,1.0,0.4946320825443217,0.3019089269553388
fatty_acid.m00,free_amino_acid.m03,fatty_acid,free_amino_acid,False,0.3206588277839209,0.16323145446466092,0.25,0.21470684305421142,0.4547918874294586,1.0,1.0,0.3017579758532425
mono_oligosaccharide.m04,polysaccharide.m00,mono_oligosaccharide,polysaccharide,False,0.4527572809527088,0.15367295650210994,0.25,0.24398024113515202,0.3833460656990069,1.0,0.5446285886497655,0.30032106441307205
carboxylic_acid_metabolite.m00,free_amino_acid.m02,carboxylic_acid_metabolite,free_amino_acid,False,0.4383934322827074,0.1869443856598862,0.25,0.2533060595066584,0.34385437459441254,1.0,0.36903393687564284,0.2998353532700685
chromophore_pigment.m01,mono_oligosaccharide.m02,chromophore_pigment,mono_oligosaccharide,False,0.2931807170146302,0.19475474661475084,0.25,0.25080896740482894,0.2595776140368171,1.0,1.0,0.2997907835836859
peptide_protein.m07,small_nitrogenous.m00,peptide_protein,small_nitrogenous,False,0.3778981121422563,0.116174821802171,0.25,0.3311162045259021,0.6131430871468823,1.0,0.6076922616665259,0.29961639139377405
fatty_acid.m03,fatty_acid.m04,fatty_acid,fatty_acid,True,0.7465233282457056,0.2789158205287207,0.5714285714285714,0.7262387272960811,0.9345802837263939,1.0,0.0,0.2990507037352053
polysaccharide.m01,purine.m01,polysaccharide,purine,False,0.23692188841396455,0.1648629382654845,0.375,0.21764737363749864,0.3806714474646164,1.0,1.0,0.29786846761814356
mono_oligosaccharide.m00,polysaccharide.m00,mono_oligosaccharide,polysaccharide,False,0.47985452161479825,0.05543275973493969,0.375,0.4462750302225501,0.8059620329070044,1.0,0.5928518670734342,0.2976012146040286
free_amino_acid.m01,polysaccharide.m00,free_amino_acid,polysaccharide,False,0.49931118796343404,0.059152751196642615,0.25,0.42432882298471325,0.8115215587701357,1.0,0.8967221345568326,0.29696835477280753
mono_oligosaccharide.m01,phosphate_metabolite.m00,mono_oligosaccharide,phosphate_metabolite,False,0.44547362340096125,0.1320511751379006,0.125,0.43329066232796515,0.6840960431093259,1.0,0.48528602612713373,0.2965615578202174
fatty_acid.m04,peptide_protein.m05,fatty_acid,peptide_protein,False,0.5462084707863764,0.1801969957243318,0.25,0.5707531127923801,0.7503963462217733,0.0,1.0,0.2965486070555731
chromophore_pigment.m01,nucleic_acid_polymer.m00,chromophore_pigment,nucleic_acid_polymer,False,0.4725986022811959,0.09171723739090995,0.125,0.47447117975522457,0.6879173956972819,1.0,0.8888376063121444,0.2951991323679581
mono_oligosaccharide.m04,sterol_steroid.m01,mono_oligosaccharide,sterol_steroid,False,0.3407860618072142,0.2905788345736903,0.125,0.2015775851609506,0.3192965162604631,1.0,0.7194801722365255,0.2941958199705246
mono_oligosaccharide.m04,phospholipid_sphingolipid.m01,mono_oligosaccharide,phospholipid_sphingolipid,False,0.5910063936331437,0.17195900681531534,0.125,0.2545561956669754,0.5731289583281993,1.0,0.34570398921271267,0.2939506297506578
mono_oligosaccharide.m02,phosphate_metabolite.m00,mono_oligosaccharide,phosphate_metabolite,False,0.5025598834745595,0.10019327446205671,0.125,0.4558912377615944,0.6607604918800366,1.0,0.6654692575401664,0.2938529814548567
acylglycerol.m02,peptide_protein.m07,acylglycerol,peptide_protein,False,0.3707038105577051,0.15024050806359782,0.125,0.3364882822371967,0.4538948717316839,1.0,1.0,0.2932781393038594
chromophore_pigment.m01,sterol_steroid.m02,chromophore_pigment,sterol_steroid,False,0.351222561765244,0.13641248843135162,0.125,0.3390242490200399,0.6342245989304813,1.0,1.0,0.29317399069586525
fatty_acid.m02,free_amino_acid.m06,fatty_acid,free_amino_acid,False,0.4616804401300284,0.11346821251231785,0.125,0.2914850763729618,0.7242448885712643,1.0,1.0,0.2929573125074321
fatty_acid.m04,peptide_protein.m08,fatty_acid,peptide_protein,False,0.4763651829423472,0.3269614403849174,0.125,0.4788702454845423,0.7031962345055325,0.0,1.0,0.292071358315513
acylglycerol.m01,free_amino_acid.m06,acylglycerol,free_amino_acid,False,0.3427608555035414,0.11242866901295168,0.26666666666666666,0.24830741906034282,0.5222980687876324,1.0,1.0,0.291509771593349
fatty_acid.m04,free_amino_acid.m03,fatty_acid,free_amino_acid,False,0.29133888032237765,0.13410305271961373,0.375,0.1962778035794366,0.3935188151506937,1.0,1.0,0.2912535812769324
phosphate_metabolite.m00,polysaccharide.m01,phosphate_metabolite,polysaccharide,False,0.4526627611479729,0.11391738586391431,0.125,0.41604485621299414,0.6313068335838734,1.0,0.6376337575433088,0.2905301182767129
carboxylic_acid_metabolite.m00,polysaccharide.m00,carboxylic_acid_metabolite,polysaccharide,False,0.419163457861883,0.2874659660760871,0.125,0.4096340092759136,0.08511627524910258,1.0,0.5531038716851574,0.29026931316922283
sterol_steroid.m00,sulfur_thiol_cofactor.m00,sterol_steroid,sulfur_thiol_cofactor,False,0.5277168387722433,0.07753221129632618,0.25,0.5074048662333445,0.28572250014375256,1.0,0.6988180037327255,0.2899851652447165
free_amino_acid.m00,nucleic_acid_polymer.m00,free_amino_acid,nucleic_acid_polymer,False,0.3821568100764349,0.16196061131750397,0.125,0.3074871838313696,0.5397422312033319,1.0,0.6589274239682436,0.2894767083139082
free_amino_acid.m06,peptide_protein.m07,free_amino_acid,peptide_protein,False,0.4442185124472759,0.1193991546607094,0.125,0.32547023651029555,0.5167319713809277,1.0,1.0,0.2894072262587304
carboxylic_acid_metabolite.m01,polysaccharide.m01,carboxylic_acid_metabolite,polysaccharide,False,0.654793939518405,0.07307603788608641,0.375,0.1687953941317316,0.6663463039174615,1.0,0.6011282726434698,0.2881642972969048
carboxylic_acid_metabolite.m01,nucleic_acid_polymer.m00,carboxylic_acid_metabolite,nucleic_acid_polymer,False,0.46385058925837575,0.11273137108335847,0.375,0.15690709996549904,0.6018728899184308,1.0,0.49392873511851976,0.2877761557392595
chromophore_pigment.m01,phospholipid_sphingolipid.m01,chromophore_pigment,phospholipid_sphingolipid,False,0.47545394074241926,0.11956614804033112,0.125,0.35693385139787237,0.6120916401751316,1.0,0.5804983787121833,0.28662241993437376
free_amino_acid.m03,sterol_steroid.m00,free_amino_acid,sterol_steroid,False,0.35488059128543137,0.1927324684002041,0.25,0.21886071113884403,0.4143900375399427,1.0,0.342844906057592,0.2865642723724166
peptide_protein.m04,sterol_steroid.m00,peptide_protein,sterol_steroid,False,0.6545647058373916,0.16080853237950585,0.25,0.4808752167428858,0.8695450027518341,0.0,0.7270771742746814,0.2863194868057931
peptide_protein.m03,polysaccharide.m01,peptide_protein,polysaccharide,False,0.6464547198949381,0.08165811728726462,0.25,0.5118547311923316,0.794655692188899,1.0,0.12756303504318695,0.286260125010162
free_amino_acid.m01,mono_oligosaccharide.m02,free_amino_acid,mono_oligosaccharide,False,0.37384009018933817,0.08161611360726646,0.375,0.2799547628077785,0.6862317947706943,1.0,0.5908083875900288,0.2860492216020426
fatty_acid.m01,purine.m00,fatty_acid,purine,False,0.34226048449584534,0.17038289372194096,0.13333333333333333,0.3759376016447982,0.37894970304837483,1.0,0.5932135072801774,0.2850462194208488
carboxylic_acid_metabolite.m01,phosphate_metabolite.m00,carboxylic_acid_metabolite,phosphate_metabolite,False,0.5296362973165019,0.14454071514035507,0.125,0.20399922002494977,0.605727100224254,1.0,0.6421307876383653,0.28494689286860103
free_amino_acid.m02,peptide_protein.m07,free_amino_acid,peptide_protein,False,0.37147587808749083,0.09147049359343327,0.375,0.28651063395665693,0.26410212178713127,1.0,1.0,0.2825916793373373
fatty_acid.m02,peptide_protein.m06,fatty_acid,peptide_protein,False,0.3943295113172204,0.3148630297400614,0.25,0.28744377230164414,0.6154891282026008,0.0,1.0,0.28255191111292915
acylglycerol.m02,peptide_protein.m08,acylglycerol,peptide_protein,False,0.46975701081475163,0.18788767521432306,0.25,0.46620355639868344,0.7103822174030903,0.0,1.0,0.28052771487576994
phospholipid_sphingolipid.m00,sterol_steroid.m02,phospholipid_sphingolipid,sterol_steroid,False,0.3720576391780207,0.2424570660813325,0.25,0.3827291494083853,0.1395352275807684,1.0,0.17619787727769032,0.2795592988876413
mono_oligosaccharide.m00,phosphate_metabolite.m00,mono_oligosaccharide,phosphate_metabolite,False,0.5055848447658722,0.07888843987005587,0.125,0.4494775124929835,0.772539162292483,1.0,0.6242877853393807,0.2791164178229355
free_amino_acid.m05,peptide_protein.m07,free_amino_acid,peptide_protein,False,0.5792804099763162,0.1644452703163255,0.375,0.35693610919816426,0.502008428004633,0.0,1.0,0.2790278025819019
sterol_steroid.m02,sulfur_thiol_cofactor.m01,sterol_steroid,sulfur_thiol_cofactor,False,0.3734655335170496,0.13519562895858736,0.125,0.3676758011059522,0.8044604352004733,1.0,0.37731394539817326,0.2784631822353105
phospholipid_sphingolipid.m00,sulfur_thiol_cofactor.m00,phospholipid_sphingolipid,sulfur_thiol_cofactor,False,0.5194971148685124,0.09910303563642427,0.25,0.515862203944918,0.17849462365591398,1.0,0.3748054942659755,0.27621835459649063
free_amino_acid.m01,mono_oligosaccharide.m00,free_amino_acid,mono_oligosaccharide,False,0.2854936943991292,0.10603158078731528,0.375,0.23456532271616487,0.6597386168543665,1.0,0.496252305463031,0.27582258149522054
acylglycerol.m00,sterol_steroid.m02,acylglycerol,sterol_steroid,False,0.34440359785719055,0.22824231964089697,0.13333333333333333,0.3500326899211807,0.1797267880759342,1.0,0.4616344922404572,0.27495447142133145
carboxylic_acid_metabolite.m01,free_amino_acid.m01,carboxylic_acid_metabolite,free_amino_acid,False,0.4219414237759117,0.2000436137604101,0.125,0.11803814113311593,0.6320264176051653,1.0,0.6809176880401686,0.27482386723545765
mono_oligosaccharide.m04,peptide_protein.m04,mono_oligosaccharide,peptide_protein,False,0.48036618837079037,0.262463593443055,0.25,0.25893296370215796,0.5753698546867428,0.0,1.0,0.2746284760156611
fatty_acid.m00,fatty_acid.m03,fatty_acid,fatty_acid,True,0.5862809651659944,0.33187913999263324,0.42857142857142855,0.5836724395264549,0.8898083573605395,1.0,0.0,0.2744888173996335
carboxylic_acid_metabolite.m01,sterol_steroid.m02,carboxylic_acid_metabolite,sterol_steroid,False,0.38738421469061757,0.22621367719078753,0.125,0.14297814230378456,0.6023854703171592,1.0,0.45237833932926896,0.27391932783726014
polysaccharide.m00,purine.m01,polysaccharide,purine,False,0.31940189308105427,0.10342689021826933,0.25,0.2877806254559442,0.674629734591784,1.0,0.5179249800063148,0.2737847989879749
free_amino_acid.m04,peptide_protein.m07,free_amino_acid,peptide_protein,False,0.3997476599224509,0.2758648233569736,0.25,0.3410681963365363,0.4592769659183322,0.0,1.0,0.2731215187897205
purine.m00,sulfur_thiol_cofactor.m01,purine,sulfur_thiol_cofactor,False,0.44750113963077814,0.07827419922212243,0.25,0.36148162023374675,0.7493416134782359,1.0,0.32362236584100984,0.27254565309947487
fatty_acid.m04,peptide_protein.m00,fatty_acid,peptide_protein,False,0.46899172538042966,0.17327214271485697,0.25,0.4251102302061303,0.7494270435446907,0.0,1.0,0.2724923996155449
carboxylic_acid_metabolite.m01,fatty_acid.m01,carboxylic_acid_metabolite,fatty_acid,False,0.4947062333318717,0.11474181480008291,0.4,0.12137417746460501,0.44041335009076943,1.0,0.43074334183628776,0.2719792385947404
mono_oligosaccharide.m05,polysaccharide.m00,mono_oligosaccharide,polysaccharide,False,0.48343018068035143,0.10182569786242482,0.25,0.29166960610484904,0.8434855467113532,1.0,0.1695906126105201,0.2715211871483483
carboxylic_acid_metabolite.m00,peptide_protein.m07,carboxylic_acid_metabolite,peptide_protein,False,0.5535973252911833,0.06862786008275051,0.125,0.3496393362291341,0.6284580694447868,1.0,1.0,0.2714382749653169
chromophore_pigment.m01,free_amino_acid.m02,chromophore_pigment,free_amino_acid,False,0.29074062115570865,0.17996836747390743,0.125,0.24558433288551176,0.5707139160649597,1.0,0.6039060379200694,0.2712099202757202
mono_oligosaccharide.m02,polysaccharide.m01,mono_oligosaccharide,polysaccharide,False,0.5036934597801254,0.08931605477891931,0.125,0.4440464854911863,0.7586272045475083,1.0,0.33754408563108523,0.269558048918344
small_nitrogenous.m00,sulfur_thiol_cofactor.m01,small_nitrogenous,sulfur_thiol_cofactor,False,0.2757558613055744,0.13669934405366094,0.125,0.25157181357921604,0.6590748909534488,1.0,1.0,0.2682723007163827
fatty_acid.m02,mono_oligosaccharide.m00,fatty_acid,mono_oligosaccharide,False,0.2711804206299774,0.15933229237660998,0.375,0.24053442941429506,0.0949505902067572,1.0,1.0,0.26807644862194235
fatty_acid.m01,sterol_steroid.m02,fatty_acid,sterol_steroid,False,0.2576893150160506,0.12154817303467619,0.26666666666666666,0.25902168726916047,0.3189712248535778,1.0,0.9619701586376839,0.2679127799203142
fatty_acid.m00,peptide_protein.m03,fatty_acid,peptide_protein,False,0.30476328311397743,0.24107570947829074,0.25,0.24647880772514852,0.05219284194616264,1.0,0.8803395555877217,0.2673098407562108
chromophore_pigment.m01,phosphate_metabolite.m00,chromophore_pigment,phosphate_metabolite,False,0.363276628902143,0.1169132966461037,0.125,0.3535984841784768,0.5334006916549612,1.0,0.6054656372196114,0.26714117817787714
mono_oligosaccharide.m03,peptide_protein.m01,mono_oligosaccharide,peptide_protein,False,0.4563154778436424,0.23326743225499547,0.25,0.248699147978276,0.7415050477669074,0.0,0.9296820712138563,0.2671182555581011
chromophore_pigment.m01,peptide_protein.m09,chromophore_pigment,peptide_protein,False,0.8180300537171764,0.10679236661615285,0.125,0.7938734166126274,0.8999482490943593,0.0,0.7895772892155052,0.2656741587001748
peptide_protein.m00,peptide_protein.m06,peptide_protein,peptide_protein,True,0.8405688889042396,0.7014338873268479,0.5,0.6912701678010817,0.9137747767728794,0.0,0.0,0.2650256679474303
peptide_protein.m08,sulfur_thiol_cofactor.m00,peptide_protein,sulfur_thiol_cofactor,False,0.5900579995058549,0.1355875488801681,0.25,0.5434239022646178,0.45425630662822314,0.0,1.0,0.2648047684166125
phospholipid_sphingolipid.m00,purine.m00,phospholipid_sphingolipid,purine,False,0.47793231271549186,0.11510298475376662,0.25,0.40089905252362934,0.2424554572562163,1.0,0.21227566423263167,0.2645114024541393
fatty_acid.m02,peptide_protein.m04,fatty_acid,peptide_protein,False,0.5977281081454932,0.11639669432165783,0.25,0.4466302948133432,0.8568257801654388,0.0,1.0,0.26439812920562134
mono_oligosaccharide.m03,peptide_protein.m09,mono_oligosaccharide,peptide_protein,False,0.45176280688826265,0.22223385398101878,0.25,0.26389609425593463,0.6515176158439916,0.0,1.0,0.2642306609071237
