chemical_class,molecule,band_cm,observed,reconstructed,residual
peptide_protein,pepsinogen,1344.0,0.05493,0.05294,0.00199
peptide_protein,pepsinogen,1456.0,0.1229,0.12031,0.0026
peptide_protein,superoxide dismutases,494.0,0.01443,0.00253,0.0119
peptide_protein,superoxide dismutases,548.0,0.01128,0.00622,0.00506
peptide_protein,superoxide dismutases,624.0,0.01689,0.01165,0.00524
peptide_protein,superoxide dismutases,670.0,0.01355,0.00686,0.0067
peptide_protein,superoxide dismutases,744.0,0.02019,0.01512,0.00507
peptide_protein,superoxide dismutases,856.0,0.02384,0.02352,0.00031
peptide_protein,superoxide dismutases,1006.0,0.08924,0.0931,-0.00385
peptide_protein,superoxide dismutases,1032.0,0.03808,0.03283,0.00525
peptide_protein,superoxide dismutases,1126.0,0.02987,0.02814,0.00173
peptide_protein,superoxide dismutases,1168.0,0.01749,0.00771,0.00978
peptide_protein,superoxide dismutases,1240.0,0.06919,0.06896,0.00024
peptide_protein,superoxide dismutases,1318.0,0.03312,0.02939,0.00373
peptide_protein,thaumatin,504.0,0.02175,0.01073,0.01102
peptide_protein,thaumatin,624.0,0.01172,0.01454,-0.00282
peptide_protein,thaumatin,760.0,0.02374,0.03334,-0.0096
peptide_protein,thaumatin,852.0,0.028,0.02783,0.00017
peptide_protein,thaumatin,882.0,0.02148,0.02056,0.00092
peptide_protein,thaumatin,978.0,0.02365,0.01264,0.01101
peptide_protein,thaumatin,1004.0,0.12255,0.11955,0.003
peptide_protein,thaumatin,1092.0,0.02896,0.01955,0.00941
peptide_protein,thaumatin,1124.0,0.01915,0.0271,-0.00795
peptide_protein,thaumatin,1176.0,0.01264,0.00791,0.00474
peptide_protein,thaumatin,1238.0,0.06048,0.06271,-0.00223
peptide_protein,thaumatin,1336.0,0.05215,0.04516,0.00699
peptide_protein,triosephosphate isomerase,498.0,0.05299,0.02737,0.02562
peptide_protein,triosephosphate isomerase,530.0,0.02666,0.01817,0.00848
peptide_protein,triosephosphate isomerase,568.0,0.01764,0.01249,0.00515
peptide_protein,triosephosphate isomerase,620.0,0.01405,0.01108,0.00296
peptide_protein,triosephosphate isomerase,644.0,0.01567,0.01332,0.00235
peptide_protein,triosephosphate isomerase,710.0,0.03884,0.01651,0.02233
peptide_protein,triosephosphate isomerase,760.0,0.04754,0.04963,-0.00209
peptide_protein,triosephosphate isomerase,828.0,0.01518,0.01243,0.00275
peptide_protein,triosephosphate isomerase,878.0,0.04487,0.03212,0.01275
peptide_protein,triosephosphate isomerase,926.0,0.03189,0.02464,0.00725
peptide_protein,triosephosphate isomerase,1004.0,0.06778,0.06491,0.00286
peptide_protein,triosephosphate isomerase,1034.0,0.02498,0.01989,0.00509
peptide_protein,trypsin,512.0,0.01814,0.01608,0.00205
peptide_protein,trypsin,644.0,0.02368,0.0212,0.00248
peptide_protein,trypsin,760.0,0.03442,0.03202,0.0024
peptide_protein,trypsin,854.0,0.04467,0.04154,0.00313
peptide_protein,trypsin,1006.0,0.04999,0.06178,-0.01179
peptide_protein,trypsin,1128.0,0.03627,0.02471,0.01156
peptide_protein,trypsin,1172.0,0.01033,0.00993,0.0004
peptide_protein,trypsin,1238.0,0.06361,0.0619,0.00171
peptide_protein,trypsin,1342.0,0.05242,0.04946,0.00296
peptide_protein,trypsin,1450.0,0.13033,0.13818,-0.00785
peptide_protein,trypsin,1552.0,0.03918,0.0304,0.00878
peptide_protein,trypsin,1614.0,0.04177,0.03531,0.00646
peptide_protein,trypsin inhibitor,510.0,0.04957,0.01712,0.03245
peptide_protein,trypsin inhibitor,668.0,0.02267,0.01588,0.0068
peptide_protein,trypsin inhibitor,836.0,0.0268,0.02046,0.00634
peptide_protein,trypsin inhibitor,896.0,0.02583,0.01068,0.01516
peptide_protein,trypsin inhibitor,952.0,0.02511,0.02181,0.0033
peptide_protein,trypsin inhibitor,1004.0,0.06529,0.06019,0.00511
peptide_protein,trypsin inhibitor,1034.0,0.0257,0.03133,-0.00564
peptide_protein,trypsin inhibitor,1126.0,0.04764,0.03127,0.01637
peptide_protein,trypsin inhibitor,1262.0,0.05009,0.0507,-0.00061
peptide_protein,trypsin inhibitor,1324.0,0.05202,0.04002,0.01201
peptide_protein,trypsin inhibitor,1384.0,0.01741,0.00595,0.01146
peptide_protein,trypsin inhibitor,1454.0,0.11514,0.14111,-0.02597
peptide_protein,trypsinogen,508.0,0.02291,0.01656,0.00635
peptide_protein,trypsinogen,644.0,0.02867,0.0201,0.00857
peptide_protein,trypsinogen,760.0,0.03577,0.03572,5e-05
peptide_protein,trypsinogen,854.0,0.0485,0.04085,0.00765
peptide_protein,trypsinogen,962.0,0.02302,0.0125,0.01053
peptide_protein,trypsinogen,1006.0,0.06119,0.0703,-0.00911
peptide_protein,trypsinogen,1126.0,0.02982,0.02785,0.00197
peptide_protein,trypsinogen,1242.0,0.07646,0.06138,0.01508
peptide_protein,trypsinogen,1342.0,0.06389,0.05184,0.01205
peptide_protein,trypsinogen,1452.0,0.13322,0.13712,-0.0039
peptide_protein,trypsinogen,1550.0,0.03491,0.03059,0.00432
peptide_protein,trypsinogen,1616.0,0.02981,0.03399,-0.00419
peptide_protein,tubulin,542.0,0.03731,0.0395,-0.00219
peptide_protein,tubulin,676.0,0.27755,0.27389,0.00366
peptide_protein,tubulin,712.0,0.06552,0.06653,-0.00101
peptide_protein,tubulin,830.0,0.08994,0.0874,0.00254
peptide_protein,tubulin,950.0,0.03056,0.02942,0.00114
peptide_protein,tubulin,1002.0,0.05805,0.05907,-0.00102
peptide_protein,tubulin,1038.0,0.07637,0.07843,-0.00207
peptide_protein,tubulin,1130.0,0.04677,0.04303,0.00374
peptide_protein,tubulin,1258.0,0.0164,0.01602,0.00038
peptide_protein,tubulin,1320.0,0.01904,0.01688,0.00215
peptide_protein,tubulin,1418.0,0.04773,0.04881,-0.00108
peptide_protein,tubulin,1458.0,0.05777,0.0594,-0.00163
peptide_protein,ubiquitin,624.0,0.01014,0.01398,-0.00384
peptide_protein,ubiquitin,750.0,0.01538,0.02165,-0.00627
peptide_protein,ubiquitin,836.0,0.03072,0.01632,0.01441
peptide_protein,ubiquitin,960.0,0.02881,0.01943,0.00938
peptide_protein,ubiquitin,1004.0,0.09427,0.10252,-0.00826
peptide_protein,ubiquitin,1128.0,0.03755,0.02844,0.00911
peptide_protein,ubiquitin,1172.0,0.01375,0.01053,0.00322
peptide_protein,ubiquitin,1240.0,0.05611,0.05433,0.00177
peptide_protein,ubiquitin,1320.0,0.0616,0.04663,0.01497
peptide_protein,ubiquitin,1454.0,0.146,0.14354,0.00246
peptide_protein,ubiquitin,1672.0,0.14557,0.14341,0.00216
peptide_protein,xylanase,482.0,0.14129,0.13794,0.00335
peptide_protein,xylanase,582.0,0.02783,0.02929,-0.00147
peptide_protein,xylanase,714.0,0.01274,0.01404,-0.0013
peptide_protein,xylanase,764.0,0.01385,0.01175,0.0021
peptide_protein,xylanase,860.0,0.06415,0.06087,0.00328
peptide_protein,xylanase,942.0,0.09594,0.0993,-0.00336
peptide_protein,xylanase,1086.0,0.07769,0.08042,-0.00273
peptide_protein,xylanase,1130.0,0.10045,0.09799,0.00246
peptide_protein,xylanase,1258.0,0.0376,0.03815,-0.00055
peptide_protein,xylanase,1340.0,0.07731,0.07601,0.00131
peptide_protein,xylanase,1384.0,0.04499,0.04252,0.00247
peptide_protein,xylanase,1464.0,0.075,0.07254,0.00246
peptide_protein,α-chymotrypsinogen a (type ii),510.0,0.01815,0.00968,0.00846
peptide_protein,α-chymotrypsinogen a (type ii),622.0,0.00991,0.00988,4e-05
peptide_protein,α-chymotrypsinogen a (type ii),760.0,0.06166,0.05833,0.00332
peptide_protein,α-chymotrypsinogen a (type ii),878.0,0.03484,0.03361,0.00123
peptide_protein,α-chymotrypsinogen a (type ii),976.0,0.02995,0.01114,0.01881
peptide_protein,α-chymotrypsinogen a (type ii),1006.0,0.08156,0.08426,-0.00271
peptide_protein,α-chymotrypsinogen a (type ii),1128.0,0.03059,0.02885,0.00174
peptide_protein,α-chymotrypsinogen a (type ii),1238.0,0.05978,0.05796,0.00182
peptide_protein,α-chymotrypsinogen a (type ii),1344.0,0.06485,0.06182,0.00303
peptide_protein,α-chymotrypsinogen a (type ii),1452.0,0.13486,0.13851,-0.00365
peptide_protein,α-chymotrypsinogen a (type ii),1550.0,0.06074,0.05302,0.00771
peptide_protein,α-chymotrypsinogen a (type ii),1670.0,0.13328,0.12918,0.0041
phosphate_metabolite,fructose-6-phosphate,534.0,0.07266,0.0438,0.02886
phosphate_metabolite,fructose-6-phosphate,622.0,0.04952,0.02341,0.02611
phosphate_metabolite,fructose-6-phosphate,716.0,0.01302,0.0107,0.00233
phosphate_metabolite,fructose-6-phosphate,832.0,0.08231,0.03956,0.04276
phosphate_metabolite,fructose-6-phosphate,972.0,0.23706,0.1236,0.11346
phosphate_metabolite,fructose-6-phosphate,1070.0,0.07707,0.06189,0.01517
phosphate_metabolite,fructose-6-phosphate,1266.0,0.0358,0.02653,0.00926
phosphate_metabolite,fructose-6-phosphate,1346.0,0.03494,0.03242,0.00252
phosphate_metabolite,fructose-6-phosphate,1460.0,0.07475,0.04035,0.0344
phosphate_metabolite,phosphate,462.0,0.02034,0.0118,0.00853
phosphate_metabolite,phosphate,504.0,0.03996,0.02352,0.01644
phosphate_metabolite,phosphate,560.0,0.08423,0.05151,0.03272
phosphate_metabolite,phosphate,578.0,0.05916,0.03082,0.02834
phosphate_metabolite,phosphate,860.0,0.03694,0.02053,0.01642
phosphate_metabolite,phosphate,936.0,0.24201,0.08831,0.1537
phosphate_metabolite,phosphate,1066.0,0.08884,0.06248,0.02636
phosphate_metabolite,phosphate,1132.0,0.07289,0.0398,0.03309
phosphate_metabolite,phosphate,1378.0,0.0221,0.04457,-0.02247
phosphate_metabolite,phosphoenolpyruvate,488.0,0.02401,0.00958,0.01443
phosphate_metabolite,phosphoenolpyruvate,534.0,0.03295,0.0336,-0.00065
phosphate_metabolite,phosphoenolpyruvate,654.0,0.02111,0.01126,0.00985
phosphate_metabolite,phosphoenolpyruvate,736.0,0.07439,0.02108,0.0533
phosphate_metabolite,phosphoenolpyruvate,782.0,0.20987,0.0573,0.15258
phosphate_metabolite,phosphoenolpyruvate,808.0,0.02762,0.02371,0.00392
phosphate_metabolite,phosphoenolpyruvate,844.0,0.04631,0.03009,0.01622
phosphate_metabolite,phosphoenolpyruvate,914.0,0.04162,0.03408,0.00754
phosphate_metabolite,phosphoenolpyruvate,978.0,0.053,0.08269,-0.02969
phosphate_metabolite,phosphoenolpyruvate,1034.0,0.07558,0.02868,0.04691
phosphate_metabolite,phosphoenolpyruvate,1216.0,0.04004,0.01184,0.0282
phosphate_metabolite,phosphoenolpyruvate,1268.0,0.02932,0.02008,0.00925
phospholipid_sphingolipid,ceramide,888.0,0.02489,0.0247,0.00019
phospholipid_sphingolipid,ceramide,1058.0,0.08971,0.06528,0.02442
phospholipid_sphingolipid,ceramide,1126.0,0.06444,0.04336,0.02109
phospholipid_sphingolipid,ceramide,1292.0,0.14972,0.11837,0.03136
phospholipid_sphingolipid,ceramide,1432.0,0.21483,0.17437,0.04046
phospholipid_sphingolipid,ceramide,1672.0,0.04175,0.04582,-0.00407
phospholipid_sphingolipid,phosphatidylinositol,470.0,0.06048,0.06002,0.00046
phospholipid_sphingolipid,phosphatidylinositol,486.0,0.05666,0.05569,0.00097
phospholipid_sphingolipid,phosphatidylinositol,530.0,0.08711,0.08608,0.00103
phospholipid_sphingolipid,phosphatidylinositol,568.0,0.03653,0.03619,0.00033
phospholipid_sphingolipid,phosphatidylinositol,598.0,0.06149,0.06111,0.00038
phospholipid_sphingolipid,phosphatidylinositol,624.0,0.04176,0.04139,0.00038
phospholipid_sphingolipid,phosphatidylinositol,650.0,0.0695,0.06851,0.00099
phospholipid_sphingolipid,phosphatidylinositol,664.0,0.06883,0.06797,0.00086
phospholipid_sphingolipid,phosphatidylinositol,710.0,0.02782,0.02765,0.00017
phospholipid_sphingolipid,phosphatidylinositol,796.0,0.04369,0.04294,0.00075
phospholipid_sphingolipid,phosphatidylinositol,862.0,0.08129,0.08232,-0.00103
phospholipid_sphingolipid,phosphatidylinositol,928.0,0.0593,0.05951,-0.00021
phospholipid_sphingolipid,sphingomyelin,720.0,0.06525,0.03742,0.02783
phospholipid_sphingolipid,sphingomyelin,878.0,0.0266,0.02815,-0.00155
phospholipid_sphingolipid,sphingomyelin,958.0,0.01595,0.00882,0.00714
phospholipid_sphingolipid,sphingomyelin,1064.0,0.11484,0.07555,0.03929
phospholipid_sphingolipid,sphingomyelin,1104.0,0.04713,0.04352,0.00361
phospholipid_sphingolipid,sphingomyelin,1130.0,0.07911,0.04373,0.03538
phospholipid_sphingolipid,sphingomyelin,1296.0,0.17045,0.13048,0.03997
phospholipid_sphingolipid,sphingomyelin,1370.0,0.01191,0.00591,0.006
phospholipid_sphingolipid,sphingomyelin,1436.0,0.1814,0.19148,-0.01008
phospholipid_sphingolipid,sphingomyelin,1672.0,0.05082,0.04704,0.00378
phospholipid_sphingolipid,α-phosphatidylcholine,720.0,0.07793,0.03785,0.04008
phospholipid_sphingolipid,α-phosphatidylcholine,876.0,0.03984,0.03145,0.00839
phospholipid_sphingolipid,α-phosphatidylcholine,964.0,0.02037,0.01099,0.00938
phospholipid_sphingolipid,α-phosphatidylcholine,1088.0,0.06462,0.05152,0.0131
phospholipid_sphingolipid,α-phosphatidylcholine,1300.0,0.09882,0.11487,-0.01604
phospholipid_sphingolipid,α-phosphatidylcholine,1440.0,0.18649,0.18451,0.00198
phospholipid_sphingolipid,α-phosphatidylcholine,1658.0,0.11532,0.07693,0.03839
phospholipid_sphingolipid,α-phosphatidylcholine,1740.0,0.02386,0.01272,0.01114
phospholipid_sphingolipid,α-phosphatidylethanolamine,760.0,0.03266,0.01495,0.01771
phospholipid_sphingolipid,α-phosphatidylethanolamine,882.0,0.03879,0.03118,0.00762
phospholipid_sphingolipid,α-phosphatidylethanolamine,1084.0,0.07489,0.0495,0.02539
phospholipid_sphingolipid,α-phosphatidylethanolamine,1300.0,0.11319,0.11301,0.00018
phospholipid_sphingolipid,α-phosphatidylethanolamine,1440.0,0.18215,0.18123,0.00092
phospholipid_sphingolipid,α-phosphatidylethanolamine,1658.0,0.12321,0.07587,0.04734
phospholipid_sphingolipid,α-phosphatidylethanolamine,1742.0,0.0226,0.01298,0.00962
polysaccharide,amylopectin,478.0,0.21259,0.16817,0.04442
polysaccharide,amylopectin,576.0,0.02557,0.02988,-0.00432
polysaccharide,amylopectin,614.0,0.01969,0.01708,0.00261
polysaccharide,amylopectin,716.0,0.01576,0.01327,0.00249
polysaccharide,amylopectin,770.0,0.01932,0.01924,8e-05
polysaccharide,amylopectin,866.0,0.06785,0.07174,-0.00388
polysaccharide,amylopectin,940.0,0.10704,0.10202,0.00502
polysaccharide,amylopectin,1050.0,0.03567,0.0401,-0.00444
polysaccharide,amylopectin,1082.0,0.06558,0.07132,-0.00574
polysaccharide,amylopectin,1130.0,0.09229,0.0914,0.0009
polysaccharide,amylopectin,1262.0,0.03485,0.03286,0.00199
polysaccharide,amylopectin,1338.0,0.07273,0.08103,-0.00829
polysaccharide,amylose,480.0,0.16613,0.16322,0.00291
polysaccharide,amylose,580.0,0.03488,0.03173,0.00314
polysaccharide,amylose,712.0,0.01282,0.01463,-0.00182
polysaccharide,amylose,762.0,0.01417,0.01712,-0.00295
polysaccharide,amylose,860.0,0.07618,0.07142,0.00475
polysaccharide,amylose,938.0,0.10193,0.09783,0.0041
polysaccharide,amylose,1048.0,0.03822,0.0407,-0.00248
polysaccharide,amylose,1082.0,0.07295,0.07254,0.0004
polysaccharide,amylose,1128.0,0.10003,0.09327,0.00676
polysaccharide,amylose,1260.0,0.03735,0.03404,0.00331
polysaccharide,amylose,1338.0,0.07866,0.08133,-0.00267
polysaccharide,amylose,1384.0,0.05587,0.05484,0.00104
polysaccharide,cellulose,460.0,0.05786,0.05883,-0.00098
polysaccharide,cellulose,522.0,0.04499,0.03131,0.01368
polysaccharide,cellulose,576.0,0.03417,0.0208,0.01337
polysaccharide,cellulose,896.0,0.07122,0.08729,-0.01607
polysaccharide,cellulose,968.0,0.02127,0.016,0.00527
polysaccharide,cellulose,1096.0,0.29034,0.20229,0.08806
polysaccharide,cellulose,1120.0,0.13712,0.13637,0.00075
polysaccharide,cellulose,1150.0,0.05987,0.07385,-0.01398
polysaccharide,cellulose,1266.0,0.03374,0.03823,-0.00449
polysaccharide,cellulose,1338.0,0.04443,0.03919,0.00524
polysaccharide,cellulose,1378.0,0.0709,0.07824,-0.00734
polysaccharide,cellulose,1464.0,0.03221,0.02447,0.00774
polysaccharide,chitin,498.0,0.08866,0.04876,0.0399
polysaccharide,chitin,566.0,0.02331,0.01736,0.00596
polysaccharide,chitin,650.0,0.0201,0.01228,0.00783
polysaccharide,chitin,712.0,0.029,0.01543,0.01357
polysaccharide,chitin,896.0,0.10246,0.08257,0.01989
polysaccharide,chitin,954.0,0.11974,0.06034,0.05939
polysaccharide,chitin,1058.0,0.05734,0.04595,0.01139
polysaccharide,chitin,1108.0,0.18079,0.14463,0.03616
polysaccharide,chitin,1150.0,0.09196,0.07469,0.01727
polysaccharide,chitin,1204.0,0.03616,0.01807,0.01809
polysaccharide,chitin,1262.0,0.04589,0.03726,0.00863
polysaccharide,chitin,1328.0,0.07423,0.05507,0.01916
polysaccharide,glycogen,484.0,0.08444,0.12027,-0.03584
polysaccharide,glycogen,588.0,0.03978,0.02297,0.01681
polysaccharide,glycogen,666.0,0.02774,0.00888,0.01886
polysaccharide,glycogen,690.0,0.01747,0.00492,0.01255
polysaccharide,glycogen,726.0,0.015,0.00986,0.00514
polysaccharide,glycogen,774.0,0.02528,0.01577,0.00952
polysaccharide,glycogen,858.0,0.07087,0.05692,0.01395
polysaccharide,glycogen,940.0,0.07113,0.08097,-0.00984
polysaccharide,glycogen,1010.0,0.03312,0.01977,0.01336
polysaccharide,glycogen,1036.0,0.06187,0.03419,0.02767
polysaccharide,glycogen,1084.0,0.0788,0.06983,0.00897
polysaccharide,glycogen,1130.0,0.08683,0.09129,-0.00447
purine,adenine,536.0,0.12953,0.05695,0.07258
purine,adenine,560.0,0.01664,0.04217,-0.02553
purine,adenine,622.0,0.07901,0.09629,-0.01728
purine,adenine,722.0,0.26888,0.13777,0.13111
purine,adenine,898.0,0.03941,0.02446,0.01495
purine,adenine,942.0,0.10072,0.04478,0.05594
purine,adenine,1024.0,0.04274,0.03632,0.00641
purine,adenine,1126.0,0.08893,0.04821,0.04072
purine,adenine,1162.0,0.0146,0.00854,0.00607
purine,adenine,1248.0,0.1408,0.0486,0.09219
purine,adenine,1308.0,0.03823,0.02671,0.01151
purine,adenine,1334.0,0.22637,0.09033,0.13604
purine,guanine,496.0,0.06107,0.03119,0.02989
purine,guanine,562.0,0.0406,0.0172,0.02339
purine,guanine,650.0,0.35546,0.3067,0.04877
purine,guanine,710.0,0.02115,0.01374,0.0074
purine,guanine,848.0,0.03009,0.01867,0.01142
purine,guanine,938.0,0.11683,0.06344,0.05339
purine,guanine,1186.0,0.03088,0.01776,0.01312
purine,guanine,1230.0,0.13863,0.07468,0.06395
purine,guanine,1264.0,0.09124,0.08489,0.00634
purine,guanine,1360.0,0.05997,0.03107,0.02889
purine,guanine,1390.0,0.07395,0.03654,0.03741
purine,guanine,1422.0,0.05881,0.04209,0.01672
purine,hypoxanthine,468.0,0.03646,0.03956,-0.0031
purine,hypoxanthine,528.0,0.05551,0.03577,0.01974
purine,hypoxanthine,560.0,0.0525,0.04867,0.00383
purine,hypoxanthine,598.0,0.03672,0.01758,0.01914
purine,hypoxanthine,618.0,0.04849,0.07824,-0.02975
purine,hypoxanthine,664.0,0.0476,0.02172,0.02588
purine,hypoxanthine,720.0,0.17215,0.14837,0.02377
purine,hypoxanthine,796.0,0.02694,0.02609,0.00085
purine,hypoxanthine,862.0,0.0558,0.02658,0.02922
purine,hypoxanthine,890.0,0.05552,0.02886,0.02666
purine,hypoxanthine,932.0,0.05535,0.02864,0.02671
purine,hypoxanthine,964.0,0.08169,0.03725,0.04444
purine,urate,470.0,0.0749,0.03502,0.03988
purine,urate,500.0,0.03689,0.00928,0.0276
purine,urate,560.0,0.06499,0.03959,0.0254
purine,urate,624.0,0.19801,0.09685,0.10116
purine,urate,656.0,0.01674,0.00841,0.00833
purine,urate,706.0,0.02133,0.01053,0.0108
purine,urate,782.0,0.0569,0.02177,0.03513
purine,urate,882.0,0.02207,0.02589,-0.00382
purine,urate,998.0,0.10573,0.03525,0.07048
purine,urate,1038.0,0.21153,0.0881,0.12343
purine,urate,1120.0,0.07096,0.04612,0.02484
purine,urate,1232.0,0.05497,0.01274,0.04223
purine,xanthine,482.0,0.02001,0.01231,0.0077
purine,xanthine,542.0,0.06847,0.04584,0.02264
purine,xanthine,654.0,0.28405,0.24047,0.04358
purine,xanthine,838.0,0.01859,0.0129,0.00569
purine,xanthine,958.0,0.10817,0.05522,0.05295
purine,xanthine,1034.0,0.0231,0.01323,0.00986
purine,xanthine,1128.0,0.02899,0.01677,0.01221
purine,xanthine,1208.0,0.08552,0.04425,0.04126
purine,xanthine,1264.0,0.0736,0.08053,-0.00693
purine,xanthine,1330.0,0.27362,0.13538,0.13824
purine,xanthine,1434.0,0.08987,0.04979,0.04007
purine,xanthine,1490.0,0.02257,0.01744,0.00514
pyrimidine,cytosine,536.0,0.07264,0.05436,0.01828
pyrimidine,cytosine,550.0,0.11189,0.072,0.03989
pyrimidine,cytosine,600.0,0.10793,0.05085,0.05709
pyrimidine,cytosine,792.0,0.27597,0.2754,0.00057
pyrimidine,cytosine,972.0,0.04997,0.02671,0.02326
pyrimidine,cytosine,1110.0,0.04341,0.02396,0.01945
pyrimidine,cytosine,1252.0,0.09151,0.05677,0.03474
pyrimidine,cytosine,1276.0,0.26094,0.12274,0.1382
pyrimidine,cytosine,1362.0,0.0451,0.04017,0.00493
pyrimidine,cytosine,1462.0,0.02333,0.02606,-0.00273
pyrimidine,cytosine,1536.0,0.026,0.01271,0.01329
pyrimidine,cytosine,1654.0,0.04125,0.04256,-0.00131
pyrimidine,thymine,480.0,0.07446,0.00653,0.06793
pyrimidine,thymine,558.0,0.06183,0.02451,0.03733
pyrimidine,thymine,618.0,0.12129,0.00977,0.11152
pyrimidine,thymine,742.0,0.16232,0.01303,0.14929
pyrimidine,thymine,806.0,0.07255,0.0125,0.06005
pyrimidine,thymine,984.0,0.08132,0.0129,0.06843
pyrimidine,thymine,1156.0,0.02774,0.00327,0.02446
pyrimidine,thymine,1216.0,0.01908,0.00291,0.01617
pyrimidine,thymine,1248.0,0.02356,0.02365,-0.0001
pyrimidine,thymine,1370.0,0.26745,0.02568,0.24178
pyrimidine,thymine,1410.0,0.02634,0.00339,0.02295
pyrimidine,thymine,1434.0,0.01887,0.00211,0.01676
pyrimidine,uracil,534.0,0.04713,0.04987,-0.00273
pyrimidine,uracil,556.0,0.09383,0.07083,0.023
pyrimidine,uracil,578.0,0.08096,0.03695,0.04401
pyrimidine,uracil,790.0,0.33716,0.26827,0.0689
pyrimidine,uracil,986.0,0.02866,0.03129,-0.00263
pyrimidine,uracil,1102.0,0.03764,0.03204,0.00559
pyrimidine,uracil,1236.0,0.28183,0.1407,0.14113
pyrimidine,uracil,1396.0,0.07588,0.03679,0.03909
pyrimidine,uracil,1420.0,0.04036,0.01971,0.02066
pyrimidine,uracil,1458.0,0.02545,0.0255,-5e-05
pyrimidine,uracil,1506.0,0.02654,0.01655,0.00999
pyrimidine,uracil,1646.0,0.04584,0.03391,0.01193
small_nitrogenous,creatinine,578.0,0.07126,0.06737,0.00389
small_nitrogenous,creatinine,606.0,0.24708,0.22204,0.02504
small_nitrogenous,creatinine,674.0,0.22952,0.20624,0.02328
small_nitrogenous,creatinine,838.0,0.10581,0.09564,0.01017
small_nitrogenous,creatinine,904.0,0.13209,0.11842,0.01367
small_nitrogenous,creatinine,1036.0,0.01342,0.01475,-0.00133
small_nitrogenous,creatinine,1136.0,0.01863,0.01781,0.00083
small_nitrogenous,creatinine,1178.0,0.02656,0.02834,-0.00178
small_nitrogenous,creatinine,1208.0,0.02395,0.02215,0.00179
small_nitrogenous,creatinine,1246.0,0.04759,0.04297,0.00461
small_nitrogenous,creatinine,1416.0,0.04876,0.04434,0.00442
small_nitrogenous,creatinine,1478.0,0.03061,0.02898,0.00163
small_nitrogenous,urea,548.0,0.06253,0.00698,0.05555
small_nitrogenous,urea,1010.0,0.38369,0.04103,0.34266
small_nitrogenous,urea,1650.0,0.02024,0.01842,0.00181
sterol_steroid,cholesterol,458.0,0.03108,0.01366,0.01741
sterol_steroid,cholesterol,492.0,0.03676,0.01709,0.01966
sterol_steroid,cholesterol,548.0,0.07549,0.02168,0.05381
sterol_steroid,cholesterol,572.0,0.03424,0.02104,0.0132
sterol_steroid,cholesterol,608.0,0.06357,0.02175,0.04183
sterol_steroid,cholesterol,648.0,0.02361,0.00954,0.01407
sterol_steroid,cholesterol,702.0,0.12138,0.07019,0.05119
sterol_steroid,cholesterol,742.0,0.05282,0.03024,0.02258
sterol_steroid,cholesterol,806.0,0.0554,0.02425,0.03115
sterol_steroid,cholesterol,880.0,0.05731,0.0306,0.02671
sterol_steroid,cholesterol,916.0,0.03561,0.01952,0.01609
sterol_steroid,cholesterol,960.0,0.04631,0.03171,0.0146
sterol_steroid,cholesteryl linoleate,460.0,0.01481,0.0114,0.00341
sterol_steroid,cholesteryl linoleate,572.0,0.01745,0.02025,-0.00281
sterol_steroid,cholesteryl linoleate,610.0,0.02281,0.02392,-0.0011
sterol_steroid,cholesteryl linoleate,706.0,0.05143,0.06785,-0.01641
sterol_steroid,cholesteryl linoleate,744.0,0.02618,0.02261,0.00357
sterol_steroid,cholesteryl linoleate,836.0,0.02171,0.02128,0.00042
sterol_steroid,cholesteryl linoleate,884.0,0.03399,0.03362,0.00037
sterol_steroid,cholesteryl linoleate,926.0,0.02046,0.03273,-0.01228
sterol_steroid,cholesteryl linoleate,962.0,0.03292,0.02451,0.00841
sterol_steroid,cholesteryl linoleate,1032.0,0.04286,0.03384,0.00902
sterol_steroid,cholesteryl linoleate,1098.0,0.03789,0.01793,0.01997
sterol_steroid,cholesteryl linoleate,1202.0,0.0199,0.01545,0.00445
sterol_steroid,cholesteryl oleate,572.0,0.02254,0.02146,0.00107
sterol_steroid,cholesteryl oleate,630.0,0.01776,0.01383,0.00392
sterol_steroid,cholesteryl oleate,704.0,0.06019,0.07802,-0.01782
sterol_steroid,cholesteryl oleate,742.0,0.02513,0.02426,0.00087
sterol_steroid,cholesteryl oleate,814.0,0.03848,0.0278,0.01069
sterol_steroid,cholesteryl oleate,880.0,0.03907,0.03501,0.00406
sterol_steroid,cholesteryl oleate,924.0,0.02672,0.03236,-0.00564
sterol_steroid,cholesteryl oleate,960.0,0.02789,0.02625,0.00164
sterol_steroid,cholesteryl oleate,1030.0,0.0487,0.03773,0.01098
sterol_steroid,cholesteryl oleate,1092.0,0.03758,0.02705,0.01053
sterol_steroid,cholesteryl oleate,1136.0,0.02229,0.05112,-0.02883
sterol_steroid,cholesteryl oleate,1200.0,0.02001,0.0174,0.00261
sterol_steroid,cholesteryl palmitate,490.0,0.01374,0.01255,0.00118
sterol_steroid,cholesteryl palmitate,570.0,0.02016,0.02067,-0.00051
sterol_steroid,cholesteryl palmitate,614.0,0.02587,0.02172,0.00415
sterol_steroid,cholesteryl palmitate,702.0,0.09693,0.08053,0.0164
sterol_steroid,cholesteryl palmitate,846.0,0.02256,0.02348,-0.00092
sterol_steroid,cholesteryl palmitate,882.0,0.02958,0.03698,-0.00739
sterol_steroid,cholesteryl palmitate,924.0,0.04523,0.03284,0.01239
