spectrum_id,source_dataset,original_file,original_analyte_label,normalized_label,canonical_id,modality,substrate,excitation_nm,is_pure_analyte,included_in_v7_raman,inclusion_reason,exclusion_reason,chemistry_class,replicate_group,substrate_flag
ramanbiolib::121,RamanBioLib,grounding_molecule_spectra.parquet,hemoglobin,hemoglobin,hemoglobin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,hemoglobin|488.0,
ramanbiolib::122,RamanBioLib,grounding_molecule_spectra.parquet,hemoglobin,hemoglobin,hemoglobin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,hemoglobin|532.0,
ramanbiolib::123,RamanBioLib,grounding_molecule_spectra.parquet,lectin,lectin,lectin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,lectin|488.0,
ramanbiolib::124,RamanBioLib,grounding_molecule_spectra.parquet,lectin,lectin,lectin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,lectin|532.0,
ramanbiolib::125,RamanBioLib,grounding_molecule_spectra.parquet,lectin,lectin,lectin,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,lectin|1064.0,
ramanbiolib::126,RamanBioLib,grounding_molecule_spectra.parquet,myoglobin,myoglobin,myoglobin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,myoglobin|488.0,
ramanbiolib::127,RamanBioLib,grounding_molecule_spectra.parquet,myoglobin,myoglobin,myoglobin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,myoglobin|532.0,
ramanbiolib::128,RamanBioLib,grounding_molecule_spectra.parquet,papain,papain,papain,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,papain|488.0,
ramanbiolib::129,RamanBioLib,grounding_molecule_spectra.parquet,papain,papain,papain,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,papain|532.0,
ramanbiolib::130,RamanBioLib,grounding_molecule_spectra.parquet,papain,papain,papain,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,papain|1064.0,
ramanbiolib::131,RamanBioLib,grounding_molecule_spectra.parquet,pepsin,pepsin,pepsin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsin|488.0,
ramanbiolib::132,RamanBioLib,grounding_molecule_spectra.parquet,pepsin,pepsin,pepsin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsin|532.0,
ramanbiolib::133,RamanBioLib,grounding_molecule_spectra.parquet,pepsin,pepsin,pepsin,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsin|1064.0,
ramanbiolib::134,RamanBioLib,grounding_molecule_spectra.parquet,pepsinogen,pepsinogen,pepsinogen,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsinogen|488.0,
ramanbiolib::135,RamanBioLib,grounding_molecule_spectra.parquet,pepsinogen,pepsinogen,pepsinogen,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsinogen|532.0,
ramanbiolib::136,RamanBioLib,grounding_molecule_spectra.parquet,pepsinogen,pepsinogen,pepsinogen,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,pepsinogen|1064.0,
ramanbiolib::137,RamanBioLib,grounding_molecule_spectra.parquet,major proteinase,major proteinase,major proteinase,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,major proteinase|488.0,
ramanbiolib::138,RamanBioLib,grounding_molecule_spectra.parquet,major proteinase,major proteinase,major proteinase,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,major proteinase|532.0,
ramanbiolib::139,RamanBioLib,grounding_molecule_spectra.parquet,major proteinase,major proteinase,major proteinase,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,major proteinase|1064.0,
ramanbiolib::140,RamanBioLib,grounding_molecule_spectra.parquet,superoxide dismutases,superoxide dismutases,superoxide dismutases,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,superoxide dismutases|488.0,
ramanbiolib::141,RamanBioLib,grounding_molecule_spectra.parquet,superoxide dismutases,superoxide dismutases,superoxide dismutases,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,superoxide dismutases|532.0,
ramanbiolib::142,RamanBioLib,grounding_molecule_spectra.parquet,superoxide dismutases,superoxide dismutases,superoxide dismutases,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,superoxide dismutases|1064.0,
ramanbiolib::143,RamanBioLib,grounding_molecule_spectra.parquet,trypsinogen,trypsinogen,trypsinogen,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsinogen|488.0,
ramanbiolib::144,RamanBioLib,grounding_molecule_spectra.parquet,trypsinogen,trypsinogen,trypsinogen,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsinogen|532.0,
ramanbiolib::145,RamanBioLib,grounding_molecule_spectra.parquet,trypsinogen,trypsinogen,trypsinogen,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsinogen|1064.0,
ramanbiolib::146,RamanBioLib,grounding_molecule_spectra.parquet,trypsin inhibitor,trypsin inhibitor,trypsin inhibitor,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin inhibitor|488.0,
ramanbiolib::147,RamanBioLib,grounding_molecule_spectra.parquet,trypsin inhibitor,trypsin inhibitor,trypsin inhibitor,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin inhibitor|532.0,
ramanbiolib::148,RamanBioLib,grounding_molecule_spectra.parquet,trypsin inhibitor,trypsin inhibitor,trypsin inhibitor,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin inhibitor|1064.0,
ramanbiolib::149,RamanBioLib,grounding_molecule_spectra.parquet,thaumatin,thaumatin,thaumatin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,thaumatin|488.0,
ramanbiolib::150,RamanBioLib,grounding_molecule_spectra.parquet,thaumatin,thaumatin,thaumatin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,thaumatin|532.0,
ramanbiolib::151,RamanBioLib,grounding_molecule_spectra.parquet,thaumatin,thaumatin,thaumatin,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,thaumatin|1064.0,
ramanbiolib::152,RamanBioLib,grounding_molecule_spectra.parquet,triosephosphate isomerase,triosephosphate isomerase,triosephosphate isomerase,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,triosephosphate isomerase|488.0,
ramanbiolib::153,RamanBioLib,grounding_molecule_spectra.parquet,triosephosphate isomerase,triosephosphate isomerase,triosephosphate isomerase,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,triosephosphate isomerase|532.0,
ramanbiolib::154,RamanBioLib,grounding_molecule_spectra.parquet,triosephosphate isomerase,triosephosphate isomerase,triosephosphate isomerase,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,triosephosphate isomerase|1064.0,
ramanbiolib::155,RamanBioLib,grounding_molecule_spectra.parquet,trypsin,trypsin,trypsin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin|488.0,
ramanbiolib::156,RamanBioLib,grounding_molecule_spectra.parquet,trypsin,trypsin,trypsin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin|532.0,
ramanbiolib::157,RamanBioLib,grounding_molecule_spectra.parquet,trypsin,trypsin,trypsin,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,trypsin|1064.0,
ramanbiolib::158,RamanBioLib,grounding_molecule_spectra.parquet,ubiquitin,ubiquitin,ubiquitin,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,ubiquitin|488.0,
ramanbiolib::159,RamanBioLib,grounding_molecule_spectra.parquet,ubiquitin,ubiquitin,ubiquitin,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,ubiquitin|532.0,
ramanbiolib::160,RamanBioLib,grounding_molecule_spectra.parquet,ubiquitin,ubiquitin,ubiquitin,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,ubiquitin|1064.0,
ramanbiolib::161,RamanBioLib,grounding_molecule_spectra.parquet,glucose oxidase,glucose oxidase,glucose oxidase,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,glucose oxidase|532.0,
ramanbiolib::162,RamanBioLib,grounding_molecule_spectra.parquet,glucose oxidase,glucose oxidase,glucose oxidase,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,glucose oxidase|1064.0,
ramanbiolib::163,RamanBioLib,grounding_molecule_spectra.parquet,xylanase,xylanase,xylanase,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,xylanase|488.0,
ramanbiolib::164,RamanBioLib,grounding_molecule_spectra.parquet,xylanase,xylanase,xylanase,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,xylanase|532.0,
ramanbiolib::165,RamanBioLib,grounding_molecule_spectra.parquet,xylanase,xylanase,xylanase,raman,Metal rings,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,xylanase|1064.0,
ramanbiolib::166,RamanBioLib,grounding_molecule_spectra.parquet,cytochrome c,cytochrome c,cytochrome c,raman,Glass microscope slide,488.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,cytochrome c|488.0,
ramanbiolib::167,RamanBioLib,grounding_molecule_spectra.parquet,cytochrome c,cytochrome c,cytochrome c,raman,Glass microscope slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,cytochrome c|532.0,
ramanbiolib::168,RamanBioLib,grounding_molecule_spectra.parquet,a-dna,a-dna,a-dna,raman,nan,514.5,True,True,pure Raman reference library; modality=raman in source record,,nucleic_acid_polymer,a-dna|514.5,
ramanbiolib::169,RamanBioLib,grounding_molecule_spectra.parquet,b-dna,b-dna,b-dna,raman,nan,514.5,True,True,pure Raman reference library; modality=raman in source record,,nucleic_acid_polymer,b-dna|514.5,
ramanbiolib::170,RamanBioLib,grounding_molecule_spectra.parquet,t-rna,t-rna,t-rna,raman,nan,488.0,True,True,pure Raman reference library; modality=raman in source record,,nucleic_acid_polymer,t-rna|488.0,
ramanbiolib::171,RamanBioLib,grounding_molecule_spectra.parquet,ceramide,ceramide,ceramide,raman,Glass tube,1064.0,True,True,pure Raman reference library; modality=raman in source record,,phospholipid_sphingolipid,ceramide|1064.0,
ramanbiolib::172,RamanBioLib,grounding_molecule_spectra.parquet,melanin,melanin,melanin,raman,nan,785.0,True,True,pure Raman reference library; modality=raman in source record,,chromophore_pigment,melanin|785.0,
ramanbiolib::173,RamanBioLib,grounding_molecule_spectra.parquet,melanin,melanin,melanin,raman,nan,632.8,True,True,pure Raman reference library; modality=raman in source record,,chromophore_pigment,melanin|632.8,
ramanbiolib::174,RamanBioLib,grounding_molecule_spectra.parquet,melanin,melanin,melanin,raman,nan,514.5,True,True,pure Raman reference library; modality=raman in source record,,chromophore_pigment,melanin|514.5,
ramanbiolib::175,RamanBioLib,grounding_molecule_spectra.parquet,melanin,melanin,melanin,raman,nan,457.9,True,True,pure Raman reference library; modality=raman in source record,,chromophore_pigment,melanin|457.9,
ramanbiolib::176,RamanBioLib,grounding_molecule_spectra.parquet,2-deoxy-d-ribose,2-deoxy-d-ribose,2-deoxy-d-ribose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,2-deoxy-d-ribose|1064.0,
ramanbiolib::177,RamanBioLib,grounding_molecule_spectra.parquet,amylopectin,amylopectin,amylopectin,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,polysaccharide,amylopectin|1064.0,
ramanbiolib::178,RamanBioLib,grounding_molecule_spectra.parquet,amylose,amylose,amylose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,polysaccharide,amylose|1064.0,
ramanbiolib::179,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-galactose,(+)-galactose,(+)-galactose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-galactose|1064.0,
ramanbiolib::180,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-glucose,(+)-glucose,(+)-glucose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-glucose|1064.0,
ramanbiolib::181,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-lactose monohydrate,(+)-lactose,(+)-lactose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-lactose|1064.0,
ramanbiolib::182,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-maltose monohydrate,(+)-maltose,(+)-maltose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-maltose|1064.0,
ramanbiolib::183,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-raffinose pentahydrate,(+)-raffinose pentahydrate,(+)-raffinose pentahydrate,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-raffinose pentahydrate|1064.0,
ramanbiolib::184,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-sucrose,(+)-sucrose,(+)-sucrose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-sucrose|1064.0,
ramanbiolib::185,RamanBioLib,grounding_molecule_spectra.parquet,d-(+)-xylose,(+)-xylose,(+)-xylose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-xylose|1064.0,
ramanbiolib::186,RamanBioLib,grounding_molecule_spectra.parquet,d-(-)-fructose,(-)-fructose,(-)-fructose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(-)-fructose|1064.0,
ramanbiolib::187,RamanBioLib,grounding_molecule_spectra.parquet,d-(-)-ribose,(-)-ribose,(-)-ribose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(-)-ribose|1064.0,
ramanbiolib::188,RamanBioLib,grounding_molecule_spectra.parquet,glycogen,glycogen,glycogen,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,polysaccharide,glycogen|1064.0,
ramanbiolib::189,RamanBioLib,grounding_molecule_spectra.parquet,l-(+)-arabinose,(+)-arabinose,(+)-arabinose,raman,Metal discs,1064.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,(+)-arabinose|1064.0,
ramanbiolib::190,RamanBioLib,grounding_molecule_spectra.parquet,ceramide,ceramide,ceramide,raman,nan,850.0,True,True,pure Raman reference library; modality=raman in source record,,phospholipid_sphingolipid,ceramide|850.0,
ramanbiolib::191,RamanBioLib,grounding_molecule_spectra.parquet,elastin,elastin,elastin,raman,nan,1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,elastin|1064.0,
ramanbiolib::192,RamanBioLib,grounding_molecule_spectra.parquet,keratin,keratin,keratin,raman," Sample compartment of the
instrument",1064.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,keratin|1064.0,
ramanbiolib::193,RamanBioLib,grounding_molecule_spectra.parquet,l-asparagine,asparagine,asparagine,raman,nan,488.0,True,True,pure Raman reference library; modality=raman in source record,,free_amino_acid,asparagine|488.0,
ramanbiolib::194,RamanBioLib,grounding_molecule_spectra.parquet,l-aspartic acid,aspartic acid,aspartate,raman,nan,488.0,True,True,pure Raman reference library; modality=raman in source record,,free_amino_acid,aspartate|488.0,
ramanbiolib::195,RamanBioLib,grounding_molecule_spectra.parquet,glucosamine,glucosamine,glucosamine,raman,nan,488.0,True,True,pure Raman reference library; modality=raman in source record,,mono_oligosaccharide,glucosamine|488.0,
ramanbiolib::196,RamanBioLib,grounding_molecule_spectra.parquet,tubulin,tubulin,tubulin,raman,Coverslip and glass slide,532.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,tubulin|532.0,
ramanbiolib::197,RamanBioLib,grounding_molecule_spectra.parquet,insulin,insulin,insulin,raman,Gold-coated glass sustrate,633.0,True,True,pure Raman reference library; modality=raman in source record,,peptide_protein,insulin|633.0,SUSPECT: substrate string matches a plasmonic pattern
ramanbiolib::198,RamanBioLib,grounding_molecule_spectra.parquet,diethylstilbestrol,diethylstilbestrol,diethylstilbestrol,raman,nan,532.0,True,True,pure Raman reference library; modality=raman in source record,,sterol_steroid,diethylstilbestrol|532.0,
ramanbiolib::199,RamanBioLib,grounding_molecule_spectra.parquet,estradiol,estradiol,estradiol,raman,nan,532.0,True,True,pure Raman reference library; modality=raman in source record,,sterol_steroid,estradiol|532.0,
ramanbiolib::200,RamanBioLib,grounding_molecule_spectra.parquet,estriol,estriol,estriol,raman,nan,532.0,True,True,pure Raman reference library; modality=raman in source record,,sterol_steroid,estriol|532.0,
ramanbiolib::201,RamanBioLib,grounding_molecule_spectra.parquet,estrone,estrone,estrone,raman,nan,532.0,True,True,pure Raman reference library; modality=raman in source record,,sterol_steroid,estrone|532.0,
ramanbiolib::202,RamanBioLib,grounding_molecule_spectra.parquet,ethinylestradiol,ethinylestradiol,ethinylestradiol,raman,nan,532.0,True,True,pure Raman reference library; modality=raman in source record,,sterol_steroid,ethinylestradiol|532.0,
gobbato_sers_metabolites::AcCoA::01,gobbato_sers_metabolites,SERS_met_AcCoA_100uM_01.txt,acetyl-coa,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::AcCoA::02,gobbato_sers_metabolites,SERS_met_AcCoA_100uM_02.txt,acetyl-coa,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::AcCoA::03,gobbato_sers_metabolites,SERS_met_AcCoA_100uM_03.txt,acetyl-coa,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::AcCoA::04,gobbato_sers_metabolites,SERS_met_AcCoA_100uM_04.txt,acetyl-coa,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::AcCoA::05,gobbato_sers_metabolites,SERS_met_AcCoA_100uM_05.txt,acetyl-coa,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Acetoacet::01,gobbato_sers_metabolites,SERS_met_Acetoacet_100uM_01.txt,acetoacetate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Acetoacet::02,gobbato_sers_metabolites,SERS_met_Acetoacet_100uM_02.txt,acetoacetate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Acetoacet::03,gobbato_sers_metabolites,SERS_met_Acetoacet_100uM_03.txt,acetoacetate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Acetoacet::04,gobbato_sers_metabolites,SERS_met_Acetoacet_100uM_04.txt,acetoacetate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Acetoacet::05,gobbato_sers_metabolites,SERS_met_Acetoacet_100uM_05.txt,acetoacetate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ade::01,gobbato_sers_metabolites,SERS_met_Ade_0.3uM_01.txt,adenine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ade::02,gobbato_sers_metabolites,SERS_met_Ade_0.3uM_02.txt,adenine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ade::03,gobbato_sers_metabolites,SERS_met_Ade_0.3uM_03.txt,adenine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ade::04,gobbato_sers_metabolites,SERS_met_Ade_0.3uM_04.txt,adenine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ade::05,gobbato_sers_metabolites,SERS_met_Ade_0.3uM_05.txt,adenine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ala::01,gobbato_sers_metabolites,SERS_met_Ala_400uM_01.txt,alanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ala::02,gobbato_sers_metabolites,SERS_met_Ala_400uM_02.txt,alanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ala::03,gobbato_sers_metabolites,SERS_met_Ala_400uM_03.txt,alanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ala::04,gobbato_sers_metabolites,SERS_met_Ala_400uM_04.txt,alanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Ala::05,gobbato_sers_metabolites,SERS_met_Ala_400uM_05.txt,alanine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Alb::01,gobbato_sers_metabolites,SERS_met_Alb_600uM_01.txt,albumin,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Alb::02,gobbato_sers_metabolites,SERS_met_Alb_600uM_02.txt,albumin,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Alb::03,gobbato_sers_metabolites,SERS_met_Alb_600uM_03.txt,albumin,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Alb::04,gobbato_sers_metabolites,SERS_met_Alb_600uM_04.txt,albumin,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Alb::05,gobbato_sers_metabolites,SERS_met_Alb_600uM_05.txt,albumin,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Arg::01,gobbato_sers_metabolites,SERS_met_Arg_130uM_01.txt,arginine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Arg::02,gobbato_sers_metabolites,SERS_met_Arg_130uM_02.txt,arginine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Arg::03,gobbato_sers_metabolites,SERS_met_Arg_130uM_03.txt,arginine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Arg::04,gobbato_sers_metabolites,SERS_met_Arg_130uM_04.txt,arginine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Arg::05,gobbato_sers_metabolites,SERS_met_Arg_130uM_05.txt,arginine,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Asc::01,gobbato_sers_metabolites,SERS_met_Asc_60uM_01.txt,ascorbate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Asc::02,gobbato_sers_metabolites,SERS_met_Asc_60uM_02.txt,ascorbate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Asc::03,gobbato_sers_metabolites,SERS_met_Asc_60uM_03.txt,ascorbate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Asc::04,gobbato_sers_metabolites,SERS_met_Asc_60uM_04.txt,ascorbate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Asc::05,gobbato_sers_metabolites,SERS_met_Asc_60uM_05.txt,ascorbate,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Chol::01,gobbato_sers_metabolites,SERS_met_Chol_6.2mM_01.txt,cholesterol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Chol::02,gobbato_sers_metabolites,SERS_met_Chol_6.2mM_02.txt,cholesterol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Chol::03,gobbato_sers_metabolites,SERS_met_Chol_6.2mM_03.txt,cholesterol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
gobbato_sers_metabolites::Chol::04,gobbato_sers_metabolites,SERS_met_Chol_6.2mM_04.txt,cholesterol,,,sers,Ag colloid (Gobbato),785.0,True,False,,"Ag-SERS: modality=sers, substrate=Ag colloid (Gobbato)",,,
